cluster,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,n_items
0,0.9015191516849694,-0.6082555099241007,-0.10132381512218902,-0.9120680364654755,0.45209349013477124,0.047935757772467745,-0.8065609042447074,-0.23339659613640307,-0.3587485418562588,-0.4629079535206692,-0.017901456862456464,12336
1,-0.680441767938435,0.45909446710864565,0.07647641846226895,0.6884037749533838,-0.3412276856523824,-0.03618058663002705,0.6087699042316881,0.17616130750970804,0.2707734956154435,0.3493901440669956,0.013511525443909852,16344
